town,flat_type,floor_area_sqm,flat_model,lease_commence_date,resale_price
HOUGANG,EXECUTIVE,148,Maisonette,1987,625000
KALLANG/WHAMPOA,4 ROOM,90,Model A,2006,585000
BUKIT BATOK,4 ROOM,104,Model A,1985,425000
BUKIT BATOK,4 ROOM,107,Model A,1985,505000
WOODLANDS,5 ROOM,111,Improved,2001,450000
SENGKANG,4 ROOM,95,Model A,2013,438000
JURONG WEST,3 ROOM,67,New Generation,1983,308000
TAMPINES,5 ROOM,122,Improved,1988,578000
HOUGANG,4 ROOM,93,New Generation,1985,342000
YISHUN,4 ROOM,83,Simplified,1987,315000
ANG MO KIO,5 ROOM,125,Improved,1993,530000
YISHUN,5 ROOM,125,Improved,1993,533000
QUEENSTOWN,5 ROOM,110,Improved,2000,845000
KALLANG/WHAMPOA,4 ROOM,101,Model A,1997,600000
JURONG EAST,4 ROOM,91,Model A2,1998,430000
BEDOK,4 ROOM,92,New Generation,1978,450000
SENGKANG,5 ROOM,110,Premium Apartment,2006,520000
PUNGGOL,5 ROOM,110,Improved,2004,450000
KALLANG/WHAMPOA,3 ROOM,60,Standard,1969,345000
JURONG EAST,3 ROOM,67,New Generation,1983,280000
HOUGANG,4 ROOM,105,Model A,1990,446000
JURONG WEST,5 ROOM,110,Improved,2000,490000
TAMPINES,3 ROOM,74,Model A,1988,348000
KALLANG/WHAMPOA,3 ROOM,68,New Generation,1979,362000
CHOA CHU KANG,4 ROOM,109,Model A,1996,460000
KALLANG/WHAMPOA,3 ROOM,68,Improved,1979,408000
BUKIT MERAH,4 ROOM,100,Model A,2005,805000
TOA PAYOH,4 ROOM,76,Model A,2009,690000
SENGKANG,EXECUTIVE,134,Premium Apartment,2001,602000
YISHUN,4 ROOM,89,Simplified,1988,341888
YISHUN,5 ROOM,122,Improved,1988,455000
SENGKANG,4 ROOM,95,Premium Apartment,2012,468888
TOA PAYOH,4 ROOM,104,Model A,1989,525000
JURONG WEST,4 ROOM,91,Model A,2001,390000
JURONG WEST,4 ROOM,102,Model A,1997,485500
YISHUN,3 ROOM,74,Model A,1983,322000
CLEMENTI,3 ROOM,82,New Generation,1978,453888
BUKIT BATOK,3 ROOM,60,Improved,1988,263000
TAMPINES,4 ROOM,105,Model A,1985,420000
WOODLANDS,3 ROOM,73,New Generation,1980,315000
BUKIT MERAH,3 ROOM,53,Standard,1969,308000
TAMPINES,4 ROOM,104,Model A,1985,465000
TOA PAYOH,5 ROOM,120,Improved,1998,688000
TOA PAYOH,3 ROOM,57,Standard,1968,308000
TOA PAYOH,3 ROOM,61,Standard,1973,315000
TAMPINES,4 ROOM,104,Model A,1988,510000
CHOA CHU KANG,5 ROOM,116,Improved,1999,358888
PUNGGOL,5 ROOM,114,Premium Apartment,2004,488000
ANG MO KIO,5 ROOM,120,DBSS,2011,980000
PUNGGOL,4 ROOM,90,Model A,2003,492000
BEDOK,4 ROOM,84,Improved,1977,325888
SERANGOON,3 ROOM,60,Improved,1985,335000
QUEENSTOWN,3 ROOM,69,Model A,2012,410000
TAMPINES,5 ROOM,122,Improved,1988,580000
JURONG WEST,EXECUTIVE,130,Apartment,2000,622000
WOODLANDS,3 ROOM,60,Improved,1985,265000
YISHUN,5 ROOM,133,Improved,1986,490000
QUEENSTOWN,4 ROOM,84,Improved,1974,490000
MARINE PARADE,3 ROOM,70,Improved,1975,465000
YISHUN,5 ROOM,122,Improved,1987,385000
PASIR RIS,5 ROOM,126,Improved,1995,480000
TAMPINES,5 ROOM,109,DBSS,2008,680000
TAMPINES,3 ROOM,75,Model A,1983,380000
TAMPINES,5 ROOM,121,Improved,1985,540000
BUKIT MERAH,5 ROOM,120,Improved,1996,798000
HOUGANG,4 ROOM,84,Simplified,1987,430000
BEDOK,4 ROOM,95,New Generation,1981,365000
BEDOK,3 ROOM,68,New Generation,1979,358000
JURONG WEST,EXECUTIVE,139,Apartment,1997,618800
BUKIT PANJANG,5 ROOM,121,Improved,1999,540000
YISHUN,EXECUTIVE,146,Maisonette,1987,600000
BUKIT BATOK,5 ROOM,119,Improved,1997,625000
PUNGGOL,4 ROOM,90,Model A,2003,353000
BUKIT BATOK,4 ROOM,103,Model A,1998,470000
PUNGGOL,4 ROOM,94,Model A,2012,420000
YISHUN,4 ROOM,84,Simplified,1985,326000
BEDOK,3 ROOM,68,New Generation,1980,320000
ANG MO KIO,4 ROOM,98,New Generation,1979,457000
JURONG WEST,3 ROOM,65,Improved,1977,335000
BUKIT BATOK,3 ROOM,73,Model A,1986,293000
BUKIT PANJANG,4 ROOM,93,Premium Apartment,2004,435000
CLEMENTI,3 ROOM,68,New Generation,1980,283000
PASIR RIS,5 ROOM,128,Improved,1996,437000
YISHUN,3 ROOM,64,Simplified,1987,272000
JURONG WEST,5 ROOM,128,Improved,1996,485000
PUNGGOL,4 ROOM,93,Model A,2012,452000
BISHAN,4 ROOM,112,Model A,1992,480000
BEDOK,EXECUTIVE,147,Maisonette,1984,640000
PUNGGOL,5 ROOM,110,Improved,2003,430000
BISHAN,5 ROOM,121,Improved,1987,725000
SENGKANG,4 ROOM,96,Premium Apartment,2012,445000
BUKIT PANJANG,EXECUTIVE,130,Apartment,2001,600000
SERANGOON,3 ROOM,73,Improved,1983,400000
CHOA CHU KANG,4 ROOM,104,Model A,1989,360000
WOODLANDS,EXECUTIVE,141,Apartment,1999,580000
SENGKANG,4 ROOM,93,Model A,2013,430000
SENGKANG,4 ROOM,90,Premium Apartment,2009,542888
KALLANG/WHAMPOA,4 ROOM,91,Improved,1974,440000
SENGKANG,5 ROOM,121,Improved,1999,480000
PASIR RIS,5 ROOM,125,Improved,1996,535000
BUKIT MERAH,4 ROOM,74,Standard,1970,446888
CHOA CHU KANG,4 ROOM,104,Model A,1989,335000
BUKIT PANJANG,4 ROOM,101,Model A,1997,377500
JURONG WEST,3 ROOM,59,Improved,1978,240000
SENGKANG,EXECUTIVE,134,Premium Apartment,2001,650000
SEMBAWANG,EXECUTIVE,125,Apartment,2002,590000
YISHUN,4 ROOM,84,Simplified,1988,288000
WOODLANDS,4 ROOM,89,Simplified,1994,364000
PASIR RIS,4 ROOM,114,Model A,1989,395000
BUKIT MERAH,3 ROOM,88,Standard,1974,608000
JURONG WEST,EXECUTIVE,147,Apartment,1993,510000
SERANGOON,5 ROOM,120,Improved,1997,540000
CHOA CHU KANG,3 ROOM,73,Model A,1989,325000
BUKIT TIMAH,5 ROOM,128,Improved,1988,820000
PASIR RIS,4 ROOM,106,Model A,1993,425000
JURONG WEST,5 ROOM,122,Improved,1997,498000
GEYLANG,3 ROOM,58,Improved,1972,270000
YISHUN,MULTI-GENERATION,164,Multi Generation,1987,730000
JURONG WEST,5 ROOM,115,Premium Apartment,2001,505000
TAMPINES,5 ROOM,133,Model A,1984,586800
PUNGGOL,5 ROOM,114,Premium Apartment,2004,596000
CENTRAL AREA,3 ROOM,70,Improved,1977,525000
BEDOK,4 ROOM,92,Model A,2006,580000
CHOA CHU KANG,4 ROOM,106,Model A,1995,413000
BUKIT PANJANG,4 ROOM,90,Premium Apartment,2003,500000
PASIR RIS,5 ROOM,122,Improved,1993,420000
TOA PAYOH,4 ROOM,104,Model A,1988,465000
CHOA CHU KANG,5 ROOM,120,Improved,1999,520000
TOA PAYOH,3 ROOM,66,Improved,1970,270000
KALLANG/WHAMPOA,5 ROOM,107,DBSS,2011,948000
BEDOK,4 ROOM,88,Improved,1976,388000
SENGKANG,5 ROOM,111,Premium Apartment,2002,510000
TAMPINES,3 ROOM,73,Model A,1984,378888
JURONG WEST,5 ROOM,133,Model A,1985,477500
CLEMENTI,4 ROOM,91,New Generation,1979,570000
TOA PAYOH,5 ROOM,140,Model A,1984,721500
GEYLANG,3 ROOM,59,Improved,1977,290000
SENGKANG,4 ROOM,95,Model A,2000,475000
TOA PAYOH,4 ROOM,91,Model A,2009,585000
HOUGANG,5 ROOM,121,Improved,1987,498000
SEMBAWANG,4 ROOM,94,Model A,2010,390000
ANG MO KIO,5 ROOM,119,Improved,1979,622000
BUKIT MERAH,4 ROOM,85,Model A,2003,645000
TAMPINES,4 ROOM,104,Model A,1985,480000
TAMPINES,5 ROOM,128,Improved,1988,575000
BUKIT MERAH,3 ROOM,76,Improved,1975,350000
PASIR RIS,EXECUTIVE,143,Apartment,1996,645000
BUKIT PANJANG,EXECUTIVE,146,Maisonette,1989,598000
BEDOK,3 ROOM,67,New Generation,1979,361500
SENGKANG,5 ROOM,110,Improved,2002,515000
BEDOK,3 ROOM,68,New Generation,1979,310000
SENGKANG,4 ROOM,90,Model A,2005,375000
YISHUN,4 ROOM,84,Simplified,1987,358000
PASIR RIS,EXECUTIVE,146,Maisonette,1989,585000
SENGKANG,5 ROOM,113,Premium Apartment,2001,453888
JURONG WEST,EXECUTIVE,146,Apartment,1993,535000
SEMBAWANG,5 ROOM,111,Premium Apartment,2001,485000
JURONG WEST,4 ROOM,104,Model A,1989,320000
QUEENSTOWN,2 ROOM,46,Standard,1971,268000
YISHUN,3 ROOM,64,Simplified,1987,268000
SENGKANG,5 ROOM,110,Improved,2002,370000
SEMBAWANG,5 ROOM,110,Improved,2001,498000
CLEMENTI,5 ROOM,113,Improved,2013,900000
WOODLANDS,3 ROOM,67,New Generation,1985,308000
PUNGGOL,EXECUTIVE,130,Premium Apartment,2003,558000
SENGKANG,4 ROOM,90,Premium Apartment,2009,545000
JURONG WEST,5 ROOM,113,Premium Apartment,2003,502000
CHOA CHU KANG,5 ROOM,126,Premium Apartment,1999,493000
BUKIT MERAH,4 ROOM,90,Model A,2009,700000
CHOA CHU KANG,4 ROOM,104,Model A,1989,345000
YISHUN,4 ROOM,104,Model A,1988,370000
YISHUN,4 ROOM,104,Model A,1987,398000
YISHUN,4 ROOM,89,Simplified,1987,392000
BEDOK,4 ROOM,92,New Generation,1979,400000
ANG MO KIO,4 ROOM,91,New Generation,1980,410000
PUNGGOL,4 ROOM,90,Model A,2004,493000
QUEENSTOWN,3 ROOM,65,Improved,1975,453000
SEMBAWANG,5 ROOM,110,Improved,2001,425000
CENTRAL AREA,5 ROOM,107,Type S2,2011,991000
YISHUN,3 ROOM,64,Simplified,1987,308000
HOUGANG,5 ROOM,130,Improved,1987,556000
JURONG WEST,5 ROOM,145,Model A-Maisonette,1984,480000
MARINE PARADE,3 ROOM,65,Improved,1975,418000
TOA PAYOH,4 ROOM,87,Improved,1973,302000
TOA PAYOH,3 ROOM,65,Improved,1968,376500
WOODLANDS,3 ROOM,65,Improved,1976,250000
BEDOK,5 ROOM,121,Improved,1981,495000
SENGKANG,4 ROOM,95,Model A,2000,464000
TOA PAYOH,3 ROOM,65,Improved,1972,379000
HOUGANG,EXECUTIVE,149,Maisonette,1984,608000
BUKIT BATOK,3 ROOM,67,New Generation,1985,275000
WOODLANDS,4 ROOM,100,Model A,1997,362000
GEYLANG,3 ROOM,61,Standard,1969,258000
TAMPINES,3 ROOM,73,Model A,1984,373500
QUEENSTOWN,3 ROOM,65,Standard,1971,335000
JURONG EAST,4 ROOM,99,New Generation,1981,380000
ANG MO KIO,3 ROOM,73,New Generation,1978,372000
WOODLANDS,3 ROOM,65,Improved,1974,298000
GEYLANG,4 ROOM,91,New Generation,1980,398000
JURONG WEST,4 ROOM,91,Model A,2000,481000
CLEMENTI,3 ROOM,74,Model A,1983,330000
QUEENSTOWN,3 ROOM,65,Improved,1978,369000
BUKIT MERAH,3 ROOM,88,New Generation,1976,485000
ANG MO KIO,3 ROOM,68,New Generation,1981,342000
CHOA CHU KANG,4 ROOM,101,Model A,1999,420000
BEDOK,3 ROOM,63,Simplified,1988,315000
WOODLANDS,EXECUTIVE,176,Apartment,1994,630000
SEMBAWANG,4 ROOM,90,Model A,2001,312000
ANG MO KIO,3 ROOM,67,New Generation,1980,285000
BISHAN,4 ROOM,104,Model A,1992,608000
QUEENSTOWN,3 ROOM,65,Improved,1976,400000
JURONG WEST,5 ROOM,110,Improved,2001,500000
CHOA CHU KANG,5 ROOM,125,Premium Apartment,1999,450000
SEMBAWANG,4 ROOM,86,Model A2,2001,320000
TOA PAYOH,3 ROOM,63,Standard,1983,330800
WOODLANDS,4 ROOM,84,Simplified,1996,323000
BUKIT BATOK,4 ROOM,90,Model A,2005,495000
BUKIT PANJANG,4 ROOM,103,Model A,1988,320000
YISHUN,4 ROOM,92,Model A,2012,405000
SEMBAWANG,5 ROOM,111,Improved,2004,460000
TAMPINES,3 ROOM,74,Model A,1987,315000
JURONG EAST,3 ROOM,83,New Generation,1989,385000
TAMPINES,4 ROOM,106,Model A,1984,446000
BEDOK,3 ROOM,65,Improved,1976,296500
BUKIT PANJANG,4 ROOM,103,Model A,1998,413000
YISHUN,3 ROOM,64,Simplified,1987,315000
JURONG WEST,EXECUTIVE,146,Maisonette,1989,580000
WOODLANDS,4 ROOM,100,Model A,1998,378000
BEDOK,5 ROOM,121,Improved,1998,498000
JURONG WEST,4 ROOM,104,Model A,1990,330000
JURONG WEST,3 ROOM,59,Improved,1975,286000
TOA PAYOH,4 ROOM,104,Model A,1998,552000
WOODLANDS,4 ROOM,93,Premium Apartment,2003,405000
PASIR RIS,4 ROOM,104,Model A,1995,415000
BEDOK,3 ROOM,67,New Generation,1979,308000
BEDOK,4 ROOM,84,Improved,1977,420000
SEMBAWANG,4 ROOM,90,Model A,2004,410000
YISHUN,4 ROOM,84,Simplified,1986,405000
SENGKANG,5 ROOM,112,Premium Apartment,2003,408000
WOODLANDS,EXECUTIVE,170,Apartment,1995,700000
ANG MO KIO,2 ROOM,44,Improved,1977,267000
TOA PAYOH,3 ROOM,67,Improved,1969,346000
HOUGANG,4 ROOM,111,Model A,1985,430000
JURONG WEST,4 ROOM,104,Model A,1985,390000
CHOA CHU KANG,EXECUTIVE,152,Apartment,1995,608000
ANG MO KIO,3 ROOM,67,New Generation,1979,314888
JURONG EAST,3 ROOM,77,Improved,1977,295000
KALLANG/WHAMPOA,5 ROOM,123,Improved,1996,688000
BUKIT BATOK,5 ROOM,121,Improved,1998,518888
KALLANG/WHAMPOA,3 ROOM,64,Simplified,1987,365000
GEYLANG,4 ROOM,91,New Generation,1980,380000
SEMBAWANG,5 ROOM,115,Improved,1999,463000
ANG MO KIO,5 ROOM,110,Improved,2002,745000
SERANGOON,4 ROOM,84,Simplified,1987,510000
BUKIT MERAH,4 ROOM,85,Model A,2009,600000
TAMPINES,5 ROOM,122,Improved,1987,560000
PASIR RIS,4 ROOM,106,Model A,1989,445000
KALLANG/WHAMPOA,4 ROOM,88.1,Improved,1974,550000
YISHUN,4 ROOM,84,Simplified,1985,362000
YISHUN,4 ROOM,105,Model A,1989,335000
WOODLANDS,5 ROOM,117,Improved,1997,468000
PUNGGOL,5 ROOM,111,Premium Apartment,2003,532000
WOODLANDS,5 ROOM,111,Improved,2001,398888
TAMPINES,4 ROOM,108,Model A,1986,415000
BUKIT BATOK,3 ROOM,70,Simplified,1986,325000
ANG MO KIO,4 ROOM,98,New Generation,1978,510000
TAMPINES,EXECUTIVE,146,Maisonette,1996,650000
BUKIT MERAH,5 ROOM,110,Improved,2003,820000
TAMPINES,4 ROOM,104,Model A,1984,480000
KALLANG/WHAMPOA,4 ROOM,90,Model A,2006,625000
PASIR RIS,4 ROOM,103,Model A,1989,486000
WOODLANDS,5 ROOM,125,Improved,1996,480000
PUNGGOL,4 ROOM,97,Premium Apartment,2012,535000
ANG MO KIO,3 ROOM,67,New Generation,1979,325000
BUKIT PANJANG,4 ROOM,90,Model A2,2002,390000
PUNGGOL,EXECUTIVE,128,Premium Apartment,2004,650888
BUKIT MERAH,5 ROOM,115,Improved,2005,815000
YISHUN,3 ROOM,67,New Generation,1986,308000
WOODLANDS,3 ROOM,68,New Generation,1995,348000
TAMPINES,4 ROOM,91,New Generation,1984,473000
PUNGGOL,4 ROOM,90,Premium Apartment,2007,535000
BEDOK,3 ROOM,68,New Generation,1980,305000
BUKIT BATOK,4 ROOM,104,Model A,1985,415000
PUNGGOL,5 ROOM,110,Improved,2004,580000
HOUGANG,EXECUTIVE,141,Apartment,2000,756000
JURONG WEST,4 ROOM,86,Model A2,2002,350000
YISHUN,4 ROOM,84,Simplified,1987,325000
BUKIT PANJANG,EXECUTIVE,125,Premium Apartment,2002,528000
HOUGANG,EXECUTIVE,148,Maisonette,1992,670000
HOUGANG,4 ROOM,104,Model A,1992,460000
TAMPINES,4 ROOM,84,Simplified,1988,430000
CLEMENTI,3 ROOM,68,New Generation,1980,402000
MARINE PARADE,4 ROOM,82,Improved,1975,460000
KALLANG/WHAMPOA,3 ROOM,59,Improved,1976,334000
PUNGGOL,5 ROOM,110,Improved,2003,510000
PASIR RIS,5 ROOM,123,Improved,1993,500000
HOUGANG,EXECUTIVE,148,Maisonette,1991,630000
HOUGANG,4 ROOM,92,New Generation,1985,350000
TAMPINES,4 ROOM,107,Model A,1996,445000
HOUGANG,5 ROOM,121,Improved,1999,555000
KALLANG/WHAMPOA,5 ROOM,109,DBSS,2011,920000
WOODLANDS,4 ROOM,100,Model A,1997,403000
BISHAN,4 ROOM,104,Model A,1992,580000
TAMPINES,4 ROOM,104,Model A,1993,540000
QUEENSTOWN,3 ROOM,65,Improved,1975,450000
PUNGGOL,EXECUTIVE,129,Premium Apartment,2003,616888
BUKIT BATOK,4 ROOM,104,Model A,1985,450000
TAMPINES,4 ROOM,103,Model A,1997,490000
TOA PAYOH,2 ROOM,40,Standard,1968,215000
MARINE PARADE,4 ROOM,87,Improved,1976,568000
YISHUN,3 ROOM,67,New Generation,1985,290000
TOA PAYOH,4 ROOM,103,Model A,1997,667800
BISHAN,4 ROOM,83,Simplified,1987,490000
JURONG WEST,4 ROOM,85,Model A2,2000,408000
HOUGANG,5 ROOM,116,Improved,1999,495000
PUNGGOL,5 ROOM,112,Premium Apartment,2013,470000
TAMPINES,4 ROOM,104,Model A,1989,481500
BUKIT PANJANG,EXECUTIVE,130,Apartment,2002,733888
CLEMENTI,3 ROOM,61,Model A,2003,398000
HOUGANG,4 ROOM,103,Model A,1990,470000
JURONG WEST,3 ROOM,74,Model A,1986,340000
SENGKANG,4 ROOM,86,Model A2,2001,440000
HOUGANG,5 ROOM,122,Improved,1998,455000
BEDOK,3 ROOM,67,New Generation,1982,267000
TOA PAYOH,2 ROOM,50,Standard,1983,290000
JURONG EAST,5 ROOM,120,Improved,1998,590000
SEMBAWANG,4 ROOM,95,Premium Apartment,2001,410000
PASIR RIS,5 ROOM,123,Improved,1996,570000
CENTRAL AREA,4 ROOM,96,Type S1,2011,850000
JURONG EAST,EXECUTIVE,149,Maisonette,1985,640000
HOUGANG,4 ROOM,84,Simplified,1986,367500
SENGKANG,5 ROOM,110,Improved,2001,556000
BUKIT PANJANG,4 ROOM,101,Model A,1999,330000
CHOA CHU KANG,4 ROOM,104,Model A,1992,380000
BISHAN,4 ROOM,84,Simplified,1988,520000
ANG MO KIO,4 ROOM,92,New Generation,1978,423000
MARINE PARADE,3 ROOM,65,Improved,1976,430000
BEDOK,4 ROOM,84,Improved,1977,435000
YISHUN,4 ROOM,84,Simplified,1987,310000
WOODLANDS,4 ROOM,105,Premium Apartment,1999,451000
WOODLANDS,3 ROOM,65,Improved,1976,275000
SEMBAWANG,4 ROOM,90,Model A,2004,340000
TAMPINES,4 ROOM,104,Model A,1988,415000
SEMBAWANG,4 ROOM,102,Premium Apartment,2001,330000
WOODLANDS,5 ROOM,124,Improved,1996,370000
BEDOK,4 ROOM,90,Improved,1977,358000
WOODLANDS,4 ROOM,91,New Generation,1986,373000
PUNGGOL,4 ROOM,93,Premium Apartment,2011,483000
TAMPINES,5 ROOM,129,Improved,1995,580000
BUKIT PANJANG,EXECUTIVE,130,Premium Apartment,2001,580000
BUKIT MERAH,4 ROOM,100,Model A,2007,765000
TOA PAYOH,5 ROOM,110,Improved,2002,830000
JURONG WEST,5 ROOM,121,Improved,1997,503000
BUKIT MERAH,4 ROOM,84,Simplified,1986,495000
WOODLANDS,EXECUTIVE,176,Apartment,1995,715000
JURONG WEST,4 ROOM,103,Model A,1997,406500
QUEENSTOWN,3 ROOM,84,Terrace,1968,888888.88
TOA PAYOH,4 ROOM,81,Improved,1973,420000
SEMBAWANG,5 ROOM,110,Improved,2001,468000
ANG MO KIO,4 ROOM,93,New Generation,1981,425000
BEDOK,3 ROOM,82,New Generation,1985,373000
CENTRAL AREA,3 ROOM,67,New Generation,1984,485000
WOODLANDS,4 ROOM,100,Model A,1997,380000
CENTRAL AREA,3 ROOM,70,Improved,1984,510000
WOODLANDS,5 ROOM,123,Standard,1976,388000
BISHAN,4 ROOM,103,Model A,1992,580000
HOUGANG,5 ROOM,142,Model A-Maisonette,1984,686000
QUEENSTOWN,3 ROOM,65,Improved,1976,328000
BUKIT TIMAH,4 ROOM,104,Model A,1988,700000
PUNGGOL,5 ROOM,110,Improved,2003,440000
BUKIT MERAH,3 ROOM,60,Model A,2002,445000
SERANGOON,5 ROOM,120,Improved,1997,560000
PASIR RIS,EXECUTIVE,147,Apartment,1993,512000
YISHUN,4 ROOM,83,Simplified,1987,365000
PASIR RIS,5 ROOM,128,Improved,1996,455000
GEYLANG,3 ROOM,59,Improved,1977,301000
JURONG WEST,3 ROOM,74,Model A,1984,402000
HOUGANG,EXECUTIVE,149,Maisonette,1990,680000
KALLANG/WHAMPOA,3 ROOM,65,Improved,1974,306000
TAMPINES,3 ROOM,73,Model A,1984,378000
TAMPINES,4 ROOM,105,Model A,1993,415000
PUNGGOL,5 ROOM,114,Premium Apartment,2004,565000
TAMPINES,4 ROOM,102,Model A,1984,410000
BEDOK,EXECUTIVE,143,Maisonette,1987,600000
WOODLANDS,4 ROOM,102,Model A,1999,414000
BEDOK,4 ROOM,111,Model A,1984,438888
BEDOK,4 ROOM,91,New Generation,1978,458000
JURONG WEST,4 ROOM,90,Model A,2002,355000
YISHUN,4 ROOM,103,Model A,1987,400000
ANG MO KIO,4 ROOM,91,New Generation,1980,428000
JURONG WEST,5 ROOM,110,Premium Apartment,2008,495000
PASIR RIS,5 ROOM,128,Improved,1996,540000
TOA PAYOH,3 ROOM,76,Improved,1982,355000
JURONG WEST,5 ROOM,134,Model A,1985,505000
CHOA CHU KANG,5 ROOM,117,Improved,1999,450000
CENTRAL AREA,4 ROOM,95,Type S1,2011,885000
ANG MO KIO,3 ROOM,67,New Generation,1979,328000
BUKIT BATOK,EXECUTIVE,152,Maisonette,1986,728000
WOODLANDS,5 ROOM,110,Improved,2001,405000
BEDOK,3 ROOM,59,Improved,1978,267000
SENGKANG,4 ROOM,95,Premium Apartment,2004,418000
TOA PAYOH,3 ROOM,74,Model A,1984,410000
WOODLANDS,5 ROOM,126,Premium Apartment,2000,498088
