town,flat_type,floor_area_sqm,flat_model,lease_commence_date,resale_price
WOODLANDS,3 ROOM,73,Model A,1994,309000
SERANGOON,3 ROOM,60,Improved,1984,323000
YISHUN,3 ROOM,77,Model A,1983,285000
BUKIT PANJANG,4 ROOM,103,Model A,1988,365000
JURONG EAST,3 ROOM,67,New Generation,1984,330000
HOUGANG,4 ROOM,96,New Generation,1985,385000
CHOA CHU KANG,5 ROOM,122,Premium Apartment,1999,500000
WOODLANDS,4 ROOM,101,Model A2,1997,372000
BEDOK,EXECUTIVE,145,Maisonette,1996,803000
WOODLANDS,4 ROOM,102,Model A,1999,390000
JURONG WEST,EXECUTIVE,146,Apartment,1993,495000
ANG MO KIO,5 ROOM,119,Improved,1993,612888
SENGKANG,5 ROOM,110,Improved,2001,475000
PASIR RIS,EXECUTIVE,149,Apartment,1993,587000
WOODLANDS,4 ROOM,101,Model A,1998,400000
ANG MO KIO,3 ROOM,67,New Generation,1980,342000
TAMPINES,4 ROOM,105,Model A,1985,422000
BUKIT MERAH,3 ROOM,65,Improved,1975,388000
CHOA CHU KANG,5 ROOM,125,Premium Apartment,1999,400000
TAMPINES,5 ROOM,128,Improved,1988,630000
ANG MO KIO,4 ROOM,88,Model A,2012,650000
BEDOK,4 ROOM,85,Model A,2005,555000
BISHAN,4 ROOM,107,Model A,1992,500000
WOODLANDS,5 ROOM,118,Improved,1997,470000
CHOA CHU KANG,5 ROOM,123,Improved,1994,370000
CHOA CHU KANG,5 ROOM,125,Improved,1993,420000
JURONG WEST,EXECUTIVE,145,Apartment,1993,565000
JURONG WEST,3 ROOM,67,Improved,1971,325000
BUKIT PANJANG,5 ROOM,111,Premium Apartment,2003,470000
BUKIT MERAH,4 ROOM,87,Model A,2002,580000
JURONG WEST,3 ROOM,67,New Generation,1985,325000
SENGKANG,4 ROOM,93,Premium Apartment,2010,550000
BUKIT PANJANG,4 ROOM,102,Model A,1998,515000
TAMPINES,4 ROOM,108,Model A,1987,443000
WOODLANDS,EXECUTIVE,163,Apartment,1993,676000
PASIR RIS,EXECUTIVE,146,Apartment,1993,625000
TAMPINES,5 ROOM,123,Improved,1994,468000
BUKIT BATOK,4 ROOM,83,Simplified,1986,335000
HOUGANG,4 ROOM,103,Model A,1986,433000
JURONG WEST,5 ROOM,110,Improved,2001,458000
JURONG WEST,5 ROOM,135,Model A,1985,415000
BUKIT BATOK,4 ROOM,94,New Generation,1988,320000
BUKIT PANJANG,3 ROOM,73,Model A,1987,295000
PASIR RIS,5 ROOM,136,Model A,1992,539000
TAMPINES,5 ROOM,123,Improved,1996,520000
SENGKANG,4 ROOM,93,Model A,2013,428888
BEDOK,3 ROOM,68,New Generation,1980,293000
TAMPINES,3 ROOM,78,Model A,1984,352000
WOODLANDS,EXECUTIVE,144,Apartment,1996,580000
JURONG WEST,4 ROOM,106,Premium Apartment,1998,470000
TOA PAYOH,3 ROOM,67,Improved,1970,360000
PASIR RIS,4 ROOM,104,Model A,1995,378000
WOODLANDS,EXECUTIVE,179,Apartment,1995,725000
WOODLANDS,4 ROOM,102,Model A,1995,370000
YISHUN,3 ROOM,67,New Generation,1986,300000
SENGKANG,4 ROOM,94,Model A,2012,480000
WOODLANDS,5 ROOM,128,Premium Apartment,1999,508000
CHOA CHU KANG,4 ROOM,108,Model A,1996,375000
SENGKANG,5 ROOM,110,Improved,2000,526888
HOUGANG,EXECUTIVE,152,Apartment,1986,635500
KALLANG/WHAMPOA,3 ROOM,65,Improved,1974,335000
CLEMENTI,4 ROOM,83,New Generation,1978,453000
ANG MO KIO,3 ROOM,68,New Generation,1985,327000
WOODLANDS,4 ROOM,90,Simplified,1985,378000
CHOA CHU KANG,EXECUTIVE,142,Apartment,1993,666000
JURONG WEST,3 ROOM,76,Model A,1984,302000
SEMBAWANG,EXECUTIVE,130,Apartment,2001,533000
JURONG WEST,5 ROOM,110,Improved,2002,465000
CHOA CHU KANG,5 ROOM,110,Improved,2003,380000
SENGKANG,5 ROOM,115,Improved,2000,420000
PUNGGOL,4 ROOM,92,Model A,2012,412000
BUKIT BATOK,4 ROOM,92,Model A2,1998,430000
WOODLANDS,5 ROOM,121,Improved,1986,425000
SENGKANG,EXECUTIVE,135,Apartment,1999,630000
CLEMENTI,3 ROOM,67,New Generation,1979,412000
ANG MO KIO,3 ROOM,82,New Generation,1980,388000
BUKIT MERAH,3 ROOM,65,Improved,1975,360000
TAMPINES,4 ROOM,103,Model A,1984,400000
WOODLANDS,4 ROOM,92,New Generation,1985,385000
PASIR RIS,5 ROOM,121,Improved,1995,553000
HOUGANG,2 ROOM,47,Model A,2012,268000
HOUGANG,5 ROOM,110,Improved,2003,438000
TAMPINES,3 ROOM,69,Improved,1985,325000
QUEENSTOWN,3 ROOM,69,Standard,1969,363888
JURONG EAST,3 ROOM,74,Model A,1983,320000
TAMPINES,4 ROOM,99,Model A,1997,422000
GEYLANG,3 ROOM,69,Improved,1986,385000
CHOA CHU KANG,4 ROOM,100,Model A,1997,350000
TAMPINES,3 ROOM,78,Model A,1985,370000
CLEMENTI,5 ROOM,123,Improved,1979,678000
BUKIT BATOK,3 ROOM,82,New Generation,1984,310000
QUEENSTOWN,3 ROOM,65,Improved,1976,363000
JURONG WEST,4 ROOM,109,Model A,1993,366000
WOODLANDS,3 ROOM,65,Improved,1974,295000
GEYLANG,2 ROOM,46,Standard,1973,263000
SENGKANG,4 ROOM,95,Premium Apartment,2004,380000
WOODLANDS,5 ROOM,122,Improved,1997,451000
SENGKANG,4 ROOM,91,Model A,2001,412000
HOUGANG,4 ROOM,82,Improved,1975,310000
JURONG WEST,4 ROOM,91,Premium Apartment,2008,458000
TAMPINES,5 ROOM,121,Improved,1988,468000
CLEMENTI,3 ROOM,67,New Generation,1979,415000
GEYLANG,5 ROOM,110,Improved,2006,748000
QUEENSTOWN,3 ROOM,60,Standard,1967,345000
SENGKANG,5 ROOM,110,Improved,2003,428888
WOODLANDS,4 ROOM,90,Premium Apartment,2004,370000
WOODLANDS,5 ROOM,119,Improved,1996,475000
JURONG WEST,5 ROOM,110,Premium Apartment,2008,518000
JURONG WEST,EXECUTIVE,130,Apartment,2001,578000
CLEMENTI,4 ROOM,92,New Generation,1986,438000
BUKIT PANJANG,5 ROOM,132,Improved,1988,470000
BEDOK,4 ROOM,85,Model A,2006,566000
SENGKANG,5 ROOM,122,Improved,1999,435000
BISHAN,5 ROOM,121,Improved,1988,775000
ANG MO KIO,3 ROOM,81,New Generation,1984,370000
TAMPINES,3 ROOM,73,Model A,1984,315000
WOODLANDS,4 ROOM,102,Model A,1999,395000
YISHUN,4 ROOM,84,Simplified,1985,315000
CLEMENTI,3 ROOM,67,New Generation,1979,355000
BUKIT MERAH,3 ROOM,70,Improved,1975,370000
BUKIT MERAH,3 ROOM,73,New Generation,1976,445000
SERANGOON,3 ROOM,67,New Generation,1985,317000
JURONG EAST,3 ROOM,67,New Generation,1983,340000
JURONG WEST,4 ROOM,93,Premium Apartment,2000,388000
CHOA CHU KANG,4 ROOM,92,New Generation,1979,320000
WOODLANDS,4 ROOM,100,Model A,1997,380000
BISHAN,5 ROOM,121,Improved,1988,678000
JURONG WEST,3 ROOM,82,New Generation,1982,308000
BUKIT BATOK,4 ROOM,94,New Generation,1987,400000
BEDOK,4 ROOM,92,New Generation,1979,483000
WOODLANDS,4 ROOM,102,Model A,1998,391888
KALLANG/WHAMPOA,4 ROOM,104,Model A,1987,495000
JURONG EAST,4 ROOM,91,Model A,2003,362000
TOA PAYOH,3 ROOM,67,Improved,1970,305000
HOUGANG,4 ROOM,91,New Generation,1985,380000
GEYLANG,3 ROOM,55,Standard,1967,285000
YISHUN,4 ROOM,84,Simplified,1988,305000
SEMBAWANG,4 ROOM,92,Model A,2001,480000
SENGKANG,4 ROOM,97,Model A,2013,438000
PASIR RIS,5 ROOM,125,Improved,1995,435000
BUKIT PANJANG,EXECUTIVE,142,Maisonette,1999,660000
KALLANG/WHAMPOA,4 ROOM,91,New Generation,1976,495000
PUNGGOL,4 ROOM,93,Premium Apartment,2012,520888
CLEMENTI,4 ROOM,92,New Generation,1979,495000
WOODLANDS,4 ROOM,99,Model A,1996,430000
KALLANG/WHAMPOA,5 ROOM,122,Standard,1981,700000
BUKIT PANJANG,4 ROOM,100,Model A,1998,524888
BISHAN,4 ROOM,105,Model A,1992,493000
WOODLANDS,EXECUTIVE,141,Premium Apartment,2000,583000
BEDOK,3 ROOM,60,Improved,1986,300000
TOA PAYOH,EXECUTIVE,142,Apartment,1993,910000
PASIR RIS,EXECUTIVE,144,Apartment,1992,650000
BEDOK,4 ROOM,82,Improved,1976,435000
CHOA CHU KANG,EXECUTIVE,145,Maisonette,1995,562000
BEDOK,3 ROOM,67,New Generation,1979,308000
ANG MO KIO,3 ROOM,82,New Generation,1985,355000
WOODLANDS,4 ROOM,91,Model A2,1997,374000
SENGKANG,4 ROOM,84,Model A2,2001,420000
CLEMENTI,4 ROOM,92,New Generation,1979,522000
HOUGANG,4 ROOM,93,New Generation,1983,380000
WOODLANDS,3 ROOM,68,New Generation,1981,305000
SENGKANG,4 ROOM,95,Premium Apartment,2002,390000
BEDOK,5 ROOM,121,Improved,1982,438000
MARINE PARADE,4 ROOM,87,Improved,1976,490000
TAMPINES,5 ROOM,122,Improved,1993,510000
CHOA CHU KANG,4 ROOM,106,Model A,1989,405000
PUNGGOL,5 ROOM,110,Premium Apartment,2004,450000
BUKIT BATOK,EXECUTIVE,150,Maisonette,1985,668000
WOODLANDS,4 ROOM,102,Model A,1998,380000
MARINE PARADE,3 ROOM,76,Improved,1976,440000
BUKIT MERAH,4 ROOM,85,Model A,2001,682000
YISHUN,5 ROOM,125,Improved,1985,435000
SENGKANG,5 ROOM,110,Improved,2002,430000
KALLANG/WHAMPOA,5 ROOM,114,Standard,1976,555500
CHOA CHU KANG,4 ROOM,101,Model A,1999,390000
JURONG WEST,3 ROOM,64,Simplified,1985,235000
TAMPINES,4 ROOM,105,Model A,1984,470000
JURONG EAST,EXECUTIVE,149,Maisonette,1985,605000
SEMBAWANG,4 ROOM,95,Premium Apartment,2001,416000
SENGKANG,4 ROOM,90,Premium Apartment,2009,635000
SERANGOON,4 ROOM,84,Simplified,1986,463000
ANG MO KIO,4 ROOM,100,New Generation,1980,450000
YISHUN,4 ROOM,93,Model A,2013,360000
TAMPINES,4 ROOM,103,Model A,1984,440000
ANG MO KIO,3 ROOM,68,New Generation,1980,330000
BEDOK,4 ROOM,84,Simplified,1985,470000
HOUGANG,EXECUTIVE,148,Maisonette,1992,838800
WOODLANDS,5 ROOM,121,Improved,1996,470000
CHOA CHU KANG,5 ROOM,128,Improved,1996,540000
WOODLANDS,5 ROOM,110,Premium Apartment,2004,498000
KALLANG/WHAMPOA,3 ROOM,63,Standard,1981,331500
ANG MO KIO,4 ROOM,98,New Generation,1977,500000
WOODLANDS,4 ROOM,101,Model A,1996,428500
KALLANG/WHAMPOA,3 ROOM,65,Improved,1974,370000
QUEENSTOWN,4 ROOM,106,Model A,1997,720000
ANG MO KIO,5 ROOM,133,Model A,1996,650000
CLEMENTI,3 ROOM,67,New Generation,1979,345000
CHOA CHU KANG,4 ROOM,105,Model A,1993,355000
KALLANG/WHAMPOA,3 ROOM,62,Model A,2004,538888
CLEMENTI,4 ROOM,92,New Generation,1979,476800
TAMPINES,4 ROOM,102,Model A,1997,494000
BISHAN,4 ROOM,84,Simplified,1987,435000
CLEMENTI,3 ROOM,67,New Generation,1979,340000
GEYLANG,4 ROOM,104,Model A,1985,440000
CLEMENTI,3 ROOM,68,New Generation,1980,410000
BISHAN,4 ROOM,85,Simplified,1988,575000
CHOA CHU KANG,5 ROOM,125,Improved,1993,460000
HOUGANG,4 ROOM,85,Model A2,2003,365000
TAMPINES,4 ROOM,104,Model A,1985,425000
BEDOK,5 ROOM,133,Model A,1984,535000
CLEMENTI,3 ROOM,67,New Generation,1980,362000
TAMPINES,4 ROOM,108,Model A,1982,435000
QUEENSTOWN,4 ROOM,85,Model A,2006,725000
BUKIT BATOK,3 ROOM,67,New Generation,1984,268000
ANG MO KIO,3 ROOM,67,New Generation,1979,347000
BUKIT MERAH,3 ROOM,73,New Generation,1976,415000
BUKIT MERAH,4 ROOM,99,Model A,1997,616000
WOODLANDS,4 ROOM,103,Model A2,1997,443000
BISHAN,3 ROOM,65,Improved,1973,285000
BUKIT MERAH,3 ROOM,88,New Generation,1978,470000
SENGKANG,4 ROOM,90,Premium Apartment,2006,408000
BEDOK,5 ROOM,121,Improved,1980,540000
BEDOK,3 ROOM,69,Model A,2010,440000
WOODLANDS,3 ROOM,65,Improved,1974,268000
BUKIT BATOK,4 ROOM,103,Model A,1998,430000
SENGKANG,4 ROOM,100,Model A,1999,490000
TAMPINES,5 ROOM,109,DBSS,2008,628000
SERANGOON,3 ROOM,67,New Generation,1985,335000
ANG MO KIO,3 ROOM,68,New Generation,1980,335000
SENGKANG,3 ROOM,69,Model A,2011,375000
PASIR RIS,4 ROOM,109,Model A,1995,435000
PASIR RIS,5 ROOM,128,Improved,1995,500000
HOUGANG,4 ROOM,100,Model A,1997,535000
SENGKANG,4 ROOM,101,Model A,1999,396000
WOODLANDS,5 ROOM,137,Model A,1995,440000
PASIR RIS,4 ROOM,106,Model A,1993,425000
TOA PAYOH,3 ROOM,65,Improved,1973,373000
SERANGOON,5 ROOM,122,Improved,1992,430000
TOA PAYOH,3 ROOM,65,Improved,1976,280000
TAMPINES,4 ROOM,107,Model A,1984,468000
HOUGANG,5 ROOM,110,Improved,2003,433000
PASIR RIS,EXECUTIVE,150,Apartment,1993,532500
CHOA CHU KANG,4 ROOM,104,Model A,1993,336000
SENGKANG,5 ROOM,110,Improved,2001,550000
SENGKANG,4 ROOM,90,Premium Apartment,2009,580000
TAMPINES,4 ROOM,104,Model A,1984,460000
JURONG WEST,4 ROOM,107,Model A,1993,405000
TAMPINES,4 ROOM,104,Model A,1989,456000
CENTRAL AREA,3 ROOM,59,Improved,1977,410000
ANG MO KIO,4 ROOM,81,New Generation,1977,405000
CLEMENTI,5 ROOM,121,Improved,1984,675000
BUKIT BATOK,5 ROOM,115,Improved,2005,598000
BUKIT MERAH,4 ROOM,82,Improved,1976,480000
PUNGGOL,5 ROOM,111,Premium Apartment,2005,545000
SENGKANG,5 ROOM,110,Premium Apartment,2003,539000
KALLANG/WHAMPOA,3 ROOM,60,Standard,1969,285000
JURONG EAST,3 ROOM,70,New Generation,1983,315000
BUKIT MERAH,3 ROOM,65,Improved,1976,370000
ANG MO KIO,4 ROOM,98,New Generation,1977,472000
CENTRAL AREA,4 ROOM,95,Type S1,2011,900000
TOA PAYOH,4 ROOM,92,Model A,2009,715000
HOUGANG,5 ROOM,121,Improved,1997,505000
BEDOK,3 ROOM,59,Improved,1978,335000
QUEENSTOWN,3 ROOM,69,Standard,1967,320000
SEMBAWANG,5 ROOM,110,Improved,2001,370000
TAMPINES,5 ROOM,126,Improved,1993,490000
SENGKANG,5 ROOM,110,Improved,2002,545000
CLEMENTI,4 ROOM,104,Model A,1984,625000
PUNGGOL,5 ROOM,112,Premium Apartment,2005,447000
TOA PAYOH,3 ROOM,74,Model A,1984,418000
ANG MO KIO,4 ROOM,82,New Generation,1976,390000
JURONG WEST,3 ROOM,65,Improved,1976,295000
YISHUN,4 ROOM,103,Model A,1988,463000
QUEENSTOWN,4 ROOM,90,Model A,2006,739999
TAMPINES,4 ROOM,104,Model A,1988,448000
PASIR RIS,EXECUTIVE,151,Apartment,1994,540000
BUKIT PANJANG,4 ROOM,91,Premium Apartment,2003,420000
SEMBAWANG,5 ROOM,110,Improved,2000,455000
SENGKANG,5 ROOM,114,Premium Apartment,2001,472000
HOUGANG,3 ROOM,66,New Generation,1982,320000
PASIR RIS,4 ROOM,104,Model A,1995,385888
CHOA CHU KANG,4 ROOM,105,Premium Apartment,1999,355000
WOODLANDS,5 ROOM,110,Improved,2000,450000
TAMPINES,EXECUTIVE,142,Apartment,1993,628000
CENTRAL AREA,4 ROOM,85,Improved,1984,620018
BUKIT BATOK,4 ROOM,92,Model A,2005,473888
ANG MO KIO,3 ROOM,68,New Generation,1981,341000
JURONG WEST,4 ROOM,105,Model A,1988,390000
JURONG WEST,3 ROOM,59,Improved,1975,270000
CHOA CHU KANG,EXECUTIVE,146,Maisonette,1989,580000
BUKIT MERAH,3 ROOM,56,Standard,1971,350000
ANG MO KIO,5 ROOM,110,Improved,2006,780000
BUKIT PANJANG,4 ROOM,104,Model A,1988,340000
PASIR RIS,4 ROOM,105,Model A,1995,412000
WOODLANDS,4 ROOM,90,Improved,1974,321000
JURONG WEST,4 ROOM,104,Model A,1984,350000
SENGKANG,5 ROOM,110,Improved,2001,498000
CLEMENTI,3 ROOM,67,New Generation,1978,415000
BUKIT MERAH,4 ROOM,82,Improved,1976,510000
BEDOK,3 ROOM,67,New Generation,1977,356000
YISHUN,EXECUTIVE,147,Apartment,1987,530000
BUKIT MERAH,5 ROOM,119,Standard,1976,700000
GEYLANG,3 ROOM,65,Improved,1975,308000
PUNGGOL,4 ROOM,93,Premium Apartment,2011,500000
TAMPINES,5 ROOM,133,Model A,1982,568000
JURONG WEST,5 ROOM,115,Premium Apartment,2001,500000
JURONG WEST,4 ROOM,100,Model A,1998,430000
BUKIT MERAH,5 ROOM,110,Improved,2002,805000
TAMPINES,4 ROOM,105,Model A,1993,460500
BUKIT MERAH,5 ROOM,116,Improved,2000,668000
PASIR RIS,EXECUTIVE,153,Maisonette,1996,620000
SENGKANG,5 ROOM,110,Improved,2001,520000
SEMBAWANG,4 ROOM,91,Model A,2001,360000
PASIR RIS,4 ROOM,106,Model A,1989,405000
SEMBAWANG,4 ROOM,90,Model A,2004,445500
YISHUN,3 ROOM,67,New Generation,1985,320000
CLEMENTI,3 ROOM,67,New Generation,1978,396000
BEDOK,EXECUTIVE,143,Apartment,1993,690000
WOODLANDS,4 ROOM,91,New Generation,1977,354000
YISHUN,4 ROOM,93,New Generation,1985,388000
PUNGGOL,5 ROOM,110,Improved,2003,542000
BUKIT BATOK,3 ROOM,73,Model A,1985,294000
SENGKANG,4 ROOM,92,Model A,2005,358000
CHOA CHU KANG,4 ROOM,91,Model A2,1997,387000
TAMPINES,4 ROOM,104,Model A,1988,479888
YISHUN,4 ROOM,105,New Generation,1982,320000
BUKIT MERAH,5 ROOM,110,Improved,2003,745000
BEDOK,5 ROOM,125,Improved,1996,590000
CLEMENTI,4 ROOM,105,Model A,1983,480000
CHOA CHU KANG,4 ROOM,104,Premium Apartment,2000,360000
CHOA CHU KANG,5 ROOM,124,Premium Apartment,1999,506000
TAMPINES,5 ROOM,132,Model A,1993,510000
WOODLANDS,5 ROOM,121,Improved,1990,450000
BEDOK,3 ROOM,67,New Generation,1985,360000
WOODLANDS,4 ROOM,98,New Generation,1985,410000
PUNGGOL,4 ROOM,90,Model A,2003,360000
BEDOK,3 ROOM,59,Improved,1978,280000
YISHUN,EXECUTIVE,146,Maisonette,1988,580000
WOODLANDS,3 ROOM,65,Improved,1976,255000
WOODLANDS,3 ROOM,69,Improved,1985,316000
JURONG EAST,4 ROOM,102,Model A,1999,460000
PUNGGOL,5 ROOM,111,Premium Apartment,2003,528000
SEMBAWANG,5 ROOM,113,Improved,2001,525000
TAMPINES,5 ROOM,132,Model A,1985,485000
JURONG WEST,5 ROOM,110,Improved,2002,458000
BUKIT MERAH,3 ROOM,59,Improved,1975,296000
BUKIT MERAH,4 ROOM,91,New Generation,1976,500000
JURONG WEST,5 ROOM,110,Improved,2001,465000
HOUGANG,5 ROOM,120,Improved,1998,508000
QUEENSTOWN,3 ROOM,65,Improved,1975,474500
BEDOK,3 ROOM,68,New Generation,1979,320800
BUKIT MERAH,4 ROOM,81,Improved,1975,478000
CLEMENTI,3 ROOM,67,New Generation,1978,420000
SENGKANG,5 ROOM,122,Improved,1999,498000
JURONG EAST,3 ROOM,68,New Generation,1983,296000
SENGKANG,5 ROOM,110,Improved,2001,445000
JURONG WEST,5 ROOM,116,Improved,2001,450000
PASIR RIS,5 ROOM,123,Improved,1992,480000
CHOA CHU KANG,5 ROOM,121,Improved,1998,503000
SENGKANG,4 ROOM,87,Model A2,2002,432500
SEMBAWANG,4 ROOM,93,Model A,2001,440000
YISHUN,3 ROOM,64,Simplified,1987,335000
JURONG WEST,4 ROOM,109,Model A,1993,389000
TAMPINES,4 ROOM,104,Model A,1989,405000
SERANGOON,3 ROOM,67,New Generation,1985,312000
GEYLANG,2 ROOM,42,Standard,1969,215000
JURONG EAST,3 ROOM,68,New Generation,1983,338000
BUKIT PANJANG,EXECUTIVE,132,Apartment,2001,638000
TAMPINES,3 ROOM,74,Model A,1984,370000
BEDOK,4 ROOM,84,Simplified,1988,365000
SERANGOON,3 ROOM,67,New Generation,1985,307000
TAMPINES,4 ROOM,104,Model A,1988,400000
JURONG WEST,2 ROOM,48,Premium Apartment,2008,220000
BISHAN,3 ROOM,65,Improved,1973,322500
BISHAN,EXECUTIVE,144,Maisonette,1987,748000
CLEMENTI,3 ROOM,67,New Generation,1979,330000
TAMPINES,5 ROOM,124,Premium Apartment,1997,525000
JURONG EAST,4 ROOM,104,Model A,1983,410000
ANG MO KIO,3 ROOM,82,New Generation,1980,380000
BUKIT BATOK,4 ROOM,103,Model A,1998,520000
KALLANG/WHAMPOA,3 ROOM,78,Improved,1972,412000
BUKIT PANJANG,4 ROOM,103,Model A,1999,317000
KALLANG/WHAMPOA,3 ROOM,66,Improved,1974,330000
BUKIT BATOK,4 ROOM,84,Simplified,1985,384000
CHOA CHU KANG,5 ROOM,110,Improved,2003,377000
HOUGANG,3 ROOM,67,New Generation,1983,340000
WOODLANDS,5 ROOM,124,Improved,1997,426888
JURONG EAST,3 ROOM,67,New Generation,1981,340000
CLEMENTI,3 ROOM,82,New Generation,1979,400000
KALLANG/WHAMPOA,3 ROOM,63,Standard,1981,295000
BEDOK,5 ROOM,115,Premium Apartment,2000,625000
SERANGOON,3 ROOM,64,Simplified,1985,399000
BEDOK,3 ROOM,67,New Generation,1979,333000
HOUGANG,4 ROOM,100,Model A,1998,423000
TOA PAYOH,3 ROOM,67,Improved,1971,332000
BUKIT PANJANG,4 ROOM,91,Premium Apartment,2002,370000
HOUGANG,3 ROOM,60,Improved,1985,352000
BUKIT BATOK,3 ROOM,73,New Generation,1985,328000
YISHUN,4 ROOM,107,Model A,1988,418000
ANG MO KIO,4 ROOM,92,New Generation,1979,445000
