town,flat_type,floor_area_sqm,flat_model,lease_commence_date,resale_price
SEMBAWANG,4 ROOM,101,Model A,1999,460000
SENGKANG,4 ROOM,94,Model A,2011,418888
WOODLANDS,5 ROOM,121,Improved,1997,420000
SEMBAWANG,5 ROOM,110,Improved,2004,445000
SENGKANG,4 ROOM,90,Premium Apartment,2009,599000
YISHUN,4 ROOM,93,New Generation,1985,485000
PASIR RIS,EXECUTIVE,149,Apartment,1995,735000
JURONG WEST,EXECUTIVE,132,Apartment,2002,585000
BUKIT PANJANG,EXECUTIVE,133,Premium Apartment,2002,520000
JURONG WEST,4 ROOM,104,Model A,1996,379000
TAMPINES,4 ROOM,84,Simplified,1988,381500
JURONG WEST,4 ROOM,103,Model A,1984,403000
BUKIT MERAH,5 ROOM,122,Improved,1999,610000
CLEMENTI,4 ROOM,91,New Generation,1981,465000
QUEENSTOWN,4 ROOM,89,Improved,1973,480000
JURONG WEST,EXECUTIVE,132,Premium Apartment,2000,682500
GEYLANG,3 ROOM,60,Standard,1969,320000
JURONG WEST,5 ROOM,111,Improved,2001,460000
TAMPINES,3 ROOM,74,Model A,1985,375000
SENGKANG,4 ROOM,96,Model A,2000,440000
SENGKANG,4 ROOM,90,Premium Apartment,2002,360000
SERANGOON,EXECUTIVE,150,Maisonette,1985,685000
JURONG WEST,4 ROOM,90,Model A,2001,395888
ANG MO KIO,3 ROOM,67,New Generation,1980,280000
WOODLANDS,5 ROOM,121,Improved,1998,457000
QUEENSTOWN,4 ROOM,107,Model A,1996,615000
GEYLANG,4 ROOM,85,Model A,2005,565000
CLEMENTI,3 ROOM,67,New Generation,1985,360000
PASIR RIS,4 ROOM,105,Model A,1992,485000
JURONG WEST,5 ROOM,111,Improved,2002,420000
PASIR RIS,5 ROOM,122,Improved,1989,511000
MARINE PARADE,3 ROOM,76,Improved,1975,465000
BUKIT BATOK,3 ROOM,73,Model A,1987,365000
WOODLANDS,EXECUTIVE,161,Apartment,1995,610000
CHOA CHU KANG,4 ROOM,101,Premium Apartment,1999,365000
TOA PAYOH,3 ROOM,68,Improved,1968,306000
WOODLANDS,4 ROOM,99,Model A,1997,390000
YISHUN,4 ROOM,108,Model A,1985,420000
KALLANG/WHAMPOA,3 ROOM,64,Simplified,1987,340000
QUEENSTOWN,5 ROOM,110,Improved,2008,930000
BEDOK,5 ROOM,124,Improved,1983,467000
PASIR RIS,EXECUTIVE,146,Maisonette,1988,638000
BUKIT MERAH,4 ROOM,100,Model A,2005,750000
SENGKANG,5 ROOM,110,Improved,2001,460000
MARINE PARADE,3 ROOM,65,Improved,1975,405000
PUNGGOL,5 ROOM,110,Improved,2003,498000
BUKIT BATOK,4 ROOM,84,Simplified,1986,365000
SEMBAWANG,4 ROOM,90,Model A2,2001,430000
BEDOK,5 ROOM,117,Standard,1978,538000
SENGKANG,4 ROOM,94,Premium Apartment,2004,375000
TAMPINES,4 ROOM,84,Simplified,1986,421000
CHOA CHU KANG,4 ROOM,104,Model A,1989,395000
GEYLANG,5 ROOM,142,Model A-Maisonette,1984,730000
JURONG WEST,4 ROOM,84,Simplified,1985,383500
BUKIT BATOK,3 ROOM,67,New Generation,1984,275000
BUKIT MERAH,3 ROOM,73,New Generation,1978,370000
CHOA CHU KANG,4 ROOM,104,Model A,1993,418000
HOUGANG,4 ROOM,90,Model A2,1999,410000
BEDOK,5 ROOM,112,Improved,2010,766000
KALLANG/WHAMPOA,3 ROOM,56,Standard,1971,300000
BUKIT PANJANG,4 ROOM,84,Simplified,1988,390000
HOUGANG,4 ROOM,91,New Generation,1986,326000
SENGKANG,5 ROOM,110,Premium Apartment,2003,415000
ANG MO KIO,5 ROOM,119,Improved,1980,638000
SENGKANG,4 ROOM,94,Model A,2011,468000
QUEENSTOWN,3 ROOM,63,Standard,1970,328000
JURONG WEST,5 ROOM,123,Improved,1996,418000
SERANGOON,4 ROOM,93,New Generation,1985,415000
ANG MO KIO,3 ROOM,67,New Generation,1979,360000
WOODLANDS,5 ROOM,110,Improved,2000,410000
WOODLANDS,3 ROOM,76,Improved,1974,250000
PUNGGOL,5 ROOM,110,Improved,2003,440000
WOODLANDS,5 ROOM,122,Improved,1998,438000
TOA PAYOH,3 ROOM,64,Standard,1969,336000
SEMBAWANG,4 ROOM,96,Premium Apartment,2001,460000
TAMPINES,4 ROOM,84,Simplified,1988,443000
BUKIT PANJANG,5 ROOM,122,Improved,1988,425000
PUNGGOL,5 ROOM,110,Premium Apartment,2003,625000
BISHAN,4 ROOM,89,Simplified,1986,470001
TOA PAYOH,3 ROOM,78,Improved,1972,385000
SENGKANG,4 ROOM,90,Model A,2001,410000
HOUGANG,4 ROOM,106,Model A,1992,585000
BUKIT PANJANG,3 ROOM,73,Model A,1988,303800
KALLANG/WHAMPOA,4 ROOM,85,Model A,2006,635000
TOA PAYOH,5 ROOM,110,Improved,2006,680000
SENGKANG,4 ROOM,95,Premium Apartment,2012,425000
SENGKANG,4 ROOM,90,Model A,2001,479500
PUNGGOL,5 ROOM,113,Premium Apartment,2013,630000
TAMPINES,3 ROOM,73,Model A,1984,318000
JURONG WEST,5 ROOM,135,Model A,1985,433000
ANG MO KIO,3 ROOM,89,New Generation,1979,440000
YISHUN,4 ROOM,92,New Generation,1984,408000
TOA PAYOH,3 ROOM,66,Improved,1973,298000
YISHUN,3 ROOM,74,Model A,1989,283000
JURONG WEST,5 ROOM,120,Premium Apartment,1998,593000
PASIR RIS,5 ROOM,127,Improved,1993,480000
WOODLANDS,5 ROOM,125,Premium Apartment,1999,455000
JURONG EAST,3 ROOM,68,New Generation,1985,300000
PUNGGOL,5 ROOM,111,Premium Apartment,2003,550000
TAMPINES,4 ROOM,84,Simplified,1988,445000
QUEENSTOWN,4 ROOM,85,Model A,2006,715000
PASIR RIS,5 ROOM,127,Improved,1993,545000
BISHAN,5 ROOM,121,Improved,1985,698000
ANG MO KIO,3 ROOM,73,New Generation,1978,370000
CHOA CHU KANG,4 ROOM,103,Model A,1990,422088
PUNGGOL,5 ROOM,110,Improved,2003,450000
MARINE PARADE,3 ROOM,68,Improved,1976,362000
QUEENSTOWN,3 ROOM,65,Improved,1975,430000
CLEMENTI,3 ROOM,67,New Generation,1979,356000
YISHUN,3 ROOM,67,New Generation,1985,300000
TAMPINES,4 ROOM,105,Model A,1985,468000
WOODLANDS,EXECUTIVE,131,Apartment,2001,545000
TAMPINES,5 ROOM,124,Improved,1993,538500
WOODLANDS,5 ROOM,123,Improved,1999,475000
GEYLANG,4 ROOM,84,Simplified,1985,386800
BUKIT BATOK,3 ROOM,67,New Generation,1985,303000
WOODLANDS,5 ROOM,110,Premium Apartment,2004,475000
SENGKANG,4 ROOM,92,Model A,2011,458000
TOA PAYOH,3 ROOM,74,Model A,1984,433000
SENGKANG,5 ROOM,115,Improved,1999,500000
YISHUN,3 ROOM,68,Improved,1985,308000
BEDOK,3 ROOM,68,New Generation,1981,298000
KALLANG/WHAMPOA,3 ROOM,67,Model A,2012,448000
WOODLANDS,EXECUTIVE,150,Maisonette,1996,645000
KALLANG/WHAMPOA,3 ROOM,65,Improved,1974,343000
PASIR RIS,4 ROOM,104,Model A,1996,410000
BEDOK,4 ROOM,99,New Generation,1985,453000
SENGKANG,4 ROOM,91,Model A,2005,388000
WOODLANDS,4 ROOM,103,Model A,1996,403000
JURONG WEST,EXECUTIVE,126,Apartment,2002,553000
WOODLANDS,4 ROOM,90,Premium Apartment,2004,385000
BEDOK,5 ROOM,119,Standard,1976,620000
JURONG WEST,5 ROOM,116,Improved,2001,480000
BEDOK,4 ROOM,84,Simplified,1987,413500
YISHUN,4 ROOM,104,Model A,1988,330000
PUNGGOL,5 ROOM,110,Improved,2003,475888
HOUGANG,3 ROOM,60,Improved,1987,280000
YISHUN,EXECUTIVE,146,Maisonette,1988,540000
PUNGGOL,5 ROOM,110,Premium Apartment,2003,550000
BUKIT PANJANG,4 ROOM,103,Model A,1988,422000
WOODLANDS,4 ROOM,101,Model A,1999,415000
CHOA CHU KANG,4 ROOM,104,Model A,1993,430000
HOUGANG,4 ROOM,90,Model A2,1998,350000
WOODLANDS,5 ROOM,122,Improved,1998,425000
TAMPINES,4 ROOM,104,Model A,1989,532000
MARINE PARADE,3 ROOM,65,Improved,1975,413800
CLEMENTI,3 ROOM,74,Model A,1983,340000
TAMPINES,5 ROOM,132,Model A,1985,465000
TAMPINES,3 ROOM,75,Model A,1983,310000
TAMPINES,4 ROOM,104,Model A,1989,455000
BUKIT BATOK,3 ROOM,73,Model A,1985,333000
HOUGANG,5 ROOM,120,Improved,1987,420000
HOUGANG,4 ROOM,103,Model A,1997,393888
WOODLANDS,4 ROOM,101,Model A,2000,398888
ANG MO KIO,3 ROOM,73,New Generation,1978,363000
ANG MO KIO,5 ROOM,121,Improved,1980,603000
TAMPINES,4 ROOM,84,Simplified,1986,425000
JURONG WEST,4 ROOM,91,Model A,2000,405000
WOODLANDS,4 ROOM,91,New Generation,1977,347000
PASIR RIS,EXECUTIVE,147,Maisonette,1990,685000
BUKIT BATOK,3 ROOM,64,Simplified,1987,245000
KALLANG/WHAMPOA,2 ROOM,48,Standard,1970,285000
GEYLANG,5 ROOM,117,Standard,1977,555000
PUNGGOL,4 ROOM,95,Premium Apartment,2004,481000
KALLANG/WHAMPOA,4 ROOM,106,Model A,1984,647000
JURONG EAST,5 ROOM,135,Model A,1984,460000
CHOA CHU KANG,4 ROOM,104,Model A,1990,365000
BEDOK,4 ROOM,92,New Generation,1978,465000
HOUGANG,3 ROOM,67,New Generation,1983,308000
WOODLANDS,4 ROOM,100,Model A,2000,418000
SEMBAWANG,5 ROOM,123,Improved,1999,498000
WOODLANDS,5 ROOM,123,Improved,1998,453000
BUKIT BATOK,5 ROOM,139,Model A,1985,550000
GEYLANG,4 ROOM,102,Model A,1998,665000
HOUGANG,4 ROOM,98,Model A,1997,425000
BUKIT MERAH,2 ROOM,42,Standard,1970,270000
WOODLANDS,4 ROOM,91,New Generation,1980,296888
CHOA CHU KANG,4 ROOM,113,Premium Apartment,1998,453000
HOUGANG,3 ROOM,64,Simplified,1986,325000
KALLANG/WHAMPOA,3 ROOM,67,New Generation,1984,395000
HOUGANG,5 ROOM,120,Improved,1999,470000
GEYLANG,3 ROOM,59,Improved,1977,328000
ANG MO KIO,3 ROOM,68,New Generation,1980,334000
PASIR RIS,4 ROOM,106,Model A,1993,417000
CHOA CHU KANG,4 ROOM,100,Model A,1998,362000
KALLANG/WHAMPOA,3 ROOM,56,Standard,1971,305000
CLEMENTI,5 ROOM,121,Improved,1984,710000
YISHUN,4 ROOM,92,New Generation,1984,405000
BISHAN,4 ROOM,84,Simplified,1987,555888
BUKIT BATOK,EXECUTIVE,165,Maisonette,1997,723000
SEMBAWANG,4 ROOM,102,Model A,1999,455000
KALLANG/WHAMPOA,4 ROOM,82,Improved,1976,430000
PUNGGOL,4 ROOM,92,Model A,2012,450000
BUKIT MERAH,3 ROOM,63,Standard,1970,280000
GEYLANG,3 ROOM,60,Standard,1967,288000
YISHUN,3 ROOM,68,New Generation,1984,285000
JURONG WEST,4 ROOM,104,Model A,1990,355000
TOA PAYOH,4 ROOM,106,Model A,1998,632888
SENGKANG,5 ROOM,111,Premium Apartment,2003,513000
GEYLANG,5 ROOM,122,Improved,1996,630000
YISHUN,5 ROOM,122,Improved,1988,550000
ANG MO KIO,4 ROOM,90,Model A,2002,545000
BEDOK,3 ROOM,67,New Generation,1978,345000
KALLANG/WHAMPOA,4 ROOM,90,Model A,2006,612000
BUKIT BATOK,3 ROOM,73,Model A,1984,352000
BEDOK,3 ROOM,67,New Generation,1985,308000
YISHUN,3 ROOM,67,New Generation,1985,368000
CLEMENTI,3 ROOM,67,New Generation,1978,352000
WOODLANDS,3 ROOM,68,New Generation,1981,245000
SEMBAWANG,4 ROOM,95,Premium Apartment,2001,429500
PUNGGOL,5 ROOM,110,Improved,2003,440000
TAMPINES,4 ROOM,84,Simplified,1988,395000
ANG MO KIO,3 ROOM,68,New Generation,1980,327000
SEMBAWANG,5 ROOM,110,Premium Apartment,2001,470000
SENGKANG,EXECUTIVE,126,Premium Apartment,2003,610000
BEDOK,3 ROOM,59,Improved,1978,260000
PASIR RIS,4 ROOM,111,Model A,1996,460000
WOODLANDS,4 ROOM,101,Model A,1999,400000
HOUGANG,EXECUTIVE,142,Apartment,1998,625000
JURONG WEST,3 ROOM,74,Improved,1976,300000
BUKIT MERAH,4 ROOM,100,Model A,2005,750000
JURONG EAST,3 ROOM,68,New Generation,1983,335000
GEYLANG,4 ROOM,84,Simplified,1985,422000
SENGKANG,4 ROOM,92,Premium Apartment,2008,535000
SENGKANG,5 ROOM,114,Premium Apartment,2004,538888
BISHAN,4 ROOM,105,Model A,1992,692500
JURONG WEST,EXECUTIVE,130,Apartment,2000,648888
BEDOK,5 ROOM,123,Improved,1993,610000
SEMBAWANG,4 ROOM,96,Model A,2010,380000
CENTRAL AREA,4 ROOM,93,Type S1,2011,810000
JURONG WEST,5 ROOM,121,Improved,1998,523000
BUKIT BATOK,4 ROOM,116,Model A,1985,490000
BUKIT BATOK,3 ROOM,67,New Generation,1985,280000
CHOA CHU KANG,4 ROOM,104,Model A,1992,380000
BUKIT MERAH,5 ROOM,117,Standard,1978,742000
PUNGGOL,4 ROOM,92,Model A,2012,462000
YISHUN,4 ROOM,104,Model A,1985,398000
GEYLANG,3 ROOM,75,Improved,1982,319000
SENGKANG,5 ROOM,110,Premium Apartment,2003,430000
HOUGANG,3 ROOM,67,New Generation,1984,340000
BEDOK,4 ROOM,93,New Generation,1985,450000
WOODLANDS,5 ROOM,121,Improved,1996,467000
JURONG WEST,4 ROOM,90,Model A,2000,382000
JURONG WEST,4 ROOM,102,Model A,1985,400000
BUKIT TIMAH,5 ROOM,122,Improved,1989,680000
YISHUN,5 ROOM,122,Improved,1988,480000
YISHUN,3 ROOM,67,New Generation,1985,326000
TAMPINES,5 ROOM,123,Improved,1993,501000
JURONG WEST,3 ROOM,69,Model A,2012,328000
BEDOK,3 ROOM,65,Improved,1972,330000
HOUGANG,3 ROOM,67,New Generation,1986,335000
CHOA CHU KANG,4 ROOM,109,Model A,1995,345000
YISHUN,3 ROOM,74,Model A,1989,319000
WOODLANDS,5 ROOM,114,Premium Apartment,2003,430000
MARINE PARADE,3 ROOM,59,Improved,1975,385000
BEDOK,3 ROOM,67,New Generation,1979,335000
BISHAN,4 ROOM,90,Simplified,1988,460000
BUKIT MERAH,4 ROOM,100,Model A,2001,670000
YISHUN,4 ROOM,84,Simplified,1988,345000
BEDOK,4 ROOM,90,Improved,1977,378000
TOA PAYOH,4 ROOM,101,Model A,1999,705000
SEMBAWANG,5 ROOM,110,Improved,2004,395000
BUKIT BATOK,3 ROOM,69,Improved,1987,258000
BUKIT PANJANG,EXECUTIVE,146,Maisonette,1988,533000
JURONG WEST,4 ROOM,90,Model A2,2000,408000
CHOA CHU KANG,5 ROOM,122,Improved,1989,498000
QUEENSTOWN,3 ROOM,59,Standard,1970,325000
CHOA CHU KANG,EXECUTIVE,147,Apartment,1996,606000
TAMPINES,5 ROOM,133,Model A,1984,578000
BEDOK,5 ROOM,123,Standard,1977,637000
JURONG WEST,4 ROOM,103,Model A,1989,352000
PASIR RIS,5 ROOM,137,Model A,1993,460000
BUKIT PANJANG,5 ROOM,124,Improved,1998,519000
BUKIT PANJANG,4 ROOM,90,Model A,2002,355000
YISHUN,3 ROOM,74,Model A,1985,339000
HOUGANG,3 ROOM,64,Simplified,1986,270000
CHOA CHU KANG,4 ROOM,90,Model A,2002,345000
HOUGANG,EXECUTIVE,148,Maisonette,1992,678000
PUNGGOL,4 ROOM,98,Premium Apartment,2013,520000
BUKIT MERAH,3 ROOM,63,Improved,1973,395000
SENGKANG,5 ROOM,110,Improved,2005,505000
BEDOK,5 ROOM,119,Improved,1978,612000
BUKIT BATOK,3 ROOM,68,New Generation,1985,325000
PUNGGOL,4 ROOM,93,Premium Apartment,2011,512000
SEMBAWANG,EXECUTIVE,131,Premium Apartment,2001,535000
ANG MO KIO,4 ROOM,97,New Generation,1977,480000
TAMPINES,4 ROOM,98,New Generation,1989,480000
HOUGANG,3 ROOM,67,New Generation,1983,358000
KALLANG/WHAMPOA,3 ROOM,59,Improved,1973,285000
PUNGGOL,5 ROOM,110,Improved,2003,395000
TOA PAYOH,4 ROOM,87,Improved,1973,463000
PUNGGOL,5 ROOM,114,Premium Apartment,2004,550000
YISHUN,4 ROOM,104,Model A,1987,380000
BUKIT BATOK,3 ROOM,60,Improved,1987,275000
CLEMENTI,4 ROOM,90,Model A,2006,703000
YISHUN,4 ROOM,84,Simplified,1985,352000
YISHUN,3 ROOM,64,Simplified,1986,288000
BEDOK,3 ROOM,68,New Generation,1980,388000
ANG MO KIO,3 ROOM,68,New Generation,1980,290000
SEMBAWANG,4 ROOM,87,Model A2,2000,318000
SENGKANG,5 ROOM,112,Premium Apartment,2003,503000
BEDOK,4 ROOM,103,New Generation,1981,445000
TOA PAYOH,2 ROOM,50,Standard,1983,268000
KALLANG/WHAMPOA,3 ROOM,68,New Generation,1979,330000
JURONG WEST,4 ROOM,109,Model A,1993,335000
TAMPINES,3 ROOM,74,Model A,1986,395000
WOODLANDS,4 ROOM,90,Premium Apartment,2004,345000
SENGKANG,4 ROOM,92,Premium Apartment,2003,380000
JURONG WEST,4 ROOM,113,Model A,1995,480000
YISHUN,3 ROOM,74,Model A,1987,300000
ANG MO KIO,2 ROOM,48,Improved,1977,315000
BUKIT MERAH,4 ROOM,100,Model A,2001,770000
YISHUN,EXECUTIVE,146,Maisonette,1987,645000
HOUGANG,4 ROOM,93,New Generation,1985,455000
BUKIT BATOK,3 ROOM,67,New Generation,1984,290000
TOA PAYOH,3 ROOM,78,Improved,1970,338000
PUNGGOL,5 ROOM,110,Improved,2003,460000
KALLANG/WHAMPOA,5 ROOM,118,Improved,1984,670000
TOA PAYOH,3 ROOM,68,Improved,1969,351000
ANG MO KIO,4 ROOM,90,Model A,2003,595000
PUNGGOL,4 ROOM,94,Premium Apartment,2004,428000
BEDOK,3 ROOM,67,New Generation,1977,335000
HOUGANG,4 ROOM,89,Simplified,1987,364000
BISHAN,EXECUTIVE,146,Maisonette,1992,780000
WOODLANDS,4 ROOM,102,Model A,1998,360000
JURONG WEST,5 ROOM,110,Improved,2001,447500
TOA PAYOH,3 ROOM,65,Improved,1982,301000
JURONG WEST,EXECUTIVE,155,Maisonette,1990,650000
QUEENSTOWN,4 ROOM,92,Model A,2003,700000
JURONG WEST,4 ROOM,90,Model A,2001,414000
KALLANG/WHAMPOA,3 ROOM,65,Improved,1974,338000
BEDOK,4 ROOM,98,New Generation,1981,446000
ANG MO KIO,5 ROOM,119,Improved,1980,633000
ANG MO KIO,3 ROOM,68,New Generation,1981,305000
BUKIT PANJANG,5 ROOM,122,Improved,1988,470000
TAMPINES,4 ROOM,84,Simplified,1984,398000
SENGKANG,4 ROOM,90,Premium Apartment,2009,610000
SEMBAWANG,EXECUTIVE,131,Premium Apartment,2001,455000
BUKIT PANJANG,4 ROOM,101,Model A,1997,458000
JURONG WEST,4 ROOM,104,Model A,1984,375000
BUKIT MERAH,4 ROOM,107,Model A,1995,600000
GEYLANG,4 ROOM,92,New Generation,1976,480000
SENGKANG,4 ROOM,90,Model A2,1999,413000
BUKIT PANJANG,4 ROOM,91,Premium Apartment,2003,536800
TAMPINES,3 ROOM,74,Model A,1985,348000
PUNGGOL,5 ROOM,110,Improved,2003,510000
BUKIT BATOK,4 ROOM,90,Model A,2005,460000
BUKIT BATOK,3 ROOM,59,Improved,1985,308000
BUKIT PANJANG,4 ROOM,90,Model A,2002,340000
TOA PAYOH,4 ROOM,91,Model A,2009,748000
BUKIT MERAH,3 ROOM,67,New Generation,1983,385000
BEDOK,3 ROOM,67,New Generation,1978,280000
YISHUN,4 ROOM,84,Simplified,1987,338000
BUKIT BATOK,4 ROOM,92,Model A2,1998,448000
TAMPINES,5 ROOM,122,Improved,1988,580000
JURONG WEST,4 ROOM,106,Model A,1996,370000
ANG MO KIO,4 ROOM,98,New Generation,1978,525000
JURONG WEST,4 ROOM,103,Model A,1985,360000
WOODLANDS,5 ROOM,111,Improved,2001,403000
SENGKANG,4 ROOM,95,Premium Apartment,2004,394000
BUKIT MERAH,4 ROOM,104,Model A,1984,580000
WOODLANDS,EXECUTIVE,141,Apartment,1997,568000
JURONG WEST,3 ROOM,64,Simplified,1985,303000
SERANGOON,5 ROOM,122,Improved,1992,537000
BUKIT PANJANG,4 ROOM,99,Model A,1999,542000
SENGKANG,EXECUTIVE,134,Premium Apartment,2001,622000
MARINE PARADE,3 ROOM,70,Improved,1975,428000
KALLANG/WHAMPOA,4 ROOM,92,Model A,2012,715000
SERANGOON,3 ROOM,64,Simplified,1986,425000
TAMPINES,5 ROOM,119,Improved,1997,500000
SENGKANG,EXECUTIVE,130,Apartment,2001,638000
WOODLANDS,3 ROOM,68,New Generation,1981,270000
TAMPINES,3 ROOM,82,Model A,1984,410000
QUEENSTOWN,5 ROOM,110,Improved,2008,915000
JURONG EAST,4 ROOM,93,New Generation,1983,418000
KALLANG/WHAMPOA,5 ROOM,122,Improved,1998,680000
PUNGGOL,4 ROOM,92,Premium Apartment,2009,485000
WOODLANDS,4 ROOM,83,Simplified,1985,368000
BUKIT TIMAH,5 ROOM,122,Improved,1989,750000
CLEMENTI,3 ROOM,67,New Generation,1978,385000
PASIR RIS,4 ROOM,107,Model A,1990,465000
BEDOK,4 ROOM,97,New Generation,1982,370000
QUEENSTOWN,4 ROOM,92,Model A,2003,600000
PUNGGOL,5 ROOM,112,Improved,2003,446888
TAMPINES,4 ROOM,105,Model A,1996,398888
CHOA CHU KANG,4 ROOM,103,Premium Apartment,1999,375000
JURONG WEST,4 ROOM,95,Premium Apartment,2000,420000
WOODLANDS,4 ROOM,90,Premium Apartment,2004,461000
JURONG WEST,EXECUTIVE,147,Apartment,1997,542000
BEDOK,EXECUTIVE,143,Apartment,1993,765000
ANG MO KIO,3 ROOM,67,New Generation,1979,290000
MARINE PARADE,5 ROOM,122,Standard,1977,910000
BUKIT BATOK,4 ROOM,104,Model A,1984,495288
PUNGGOL,4 ROOM,99,Premium Apartment,2013,452000
SEMBAWANG,4 ROOM,94,Model A,2010,345000
TOA PAYOH,3 ROOM,67,Improved,1970,353000
YISHUN,4 ROOM,93,New Generation,1985,400000
TAMPINES,4 ROOM,104,Model A,1989,428000
JURONG WEST,4 ROOM,100,Model A,1998,416000
PUNGGOL,4 ROOM,92,Premium Apartment,2009,445000
